stage,experiment_id,seed,backbone,strategy,resolved_config_path,run_dir,val_accuracy,val_macro_f1,val_keyword_macro_f1,test_accuracy,test_macro_f1,test_keyword_macro_f1,selected_tau
stage2,bcresnet_strategy_a_aug_010,1338,bcresnet,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/bcresnet_strategy_a_aug_010/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/bcresnet_strategy_a_aug_010/seed_1338,0.9659863945578231,0.9435268417927621,0.9531390710611907,0.969825155104343,0.9521222010090608,0.9581982403821938,
stage2,matchboxnet_strategy_a_aug_101,1338,matchboxnet,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/matchboxnet_strategy_a_aug_101/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/matchboxnet_strategy_a_aug_101/seed_1338,0.9732142857142857,0.9573143081229084,0.9615813457462012,0.9730682459108855,0.9568093811674606,0.9671271343836129,
stage2,bcresnet_strategy_a_aug_100,1338,bcresnet,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/bcresnet_strategy_a_aug_100/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/bcresnet_strategy_a_aug_100/seed_1338,0.9695294784580499,0.9512720734757335,0.9553284638771202,0.9692611393119007,0.9500171849546791,0.9579303802227281,
stage2,kwt_strategy_a_aug_001,1337,kwt,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/kwt_strategy_a_aug_001/seed_1337/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/kwt_strategy_a_aug_001/seed_1337,0.9736394557823129,0.9578286572926187,0.9613838235994038,0.9694021432600113,0.9512737505160151,0.9667688388940633,
stage2,matchboxnet_strategy_a_aug_100,1338,matchboxnet,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/matchboxnet_strategy_a_aug_100/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/matchboxnet_strategy_a_aug_100/seed_1338,0.9635770975056689,0.9436308153718959,0.9506004316294749,0.9663000564015792,0.9468819633370602,0.9553814734930827,
stage2,kwt_strategy_a_aug_000,1337,kwt,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/kwt_strategy_a_aug_000/seed_1337/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/kwt_strategy_a_aug_000/seed_1337,0.965844671201814,0.9471378385272485,0.9526290904678036,0.9627749576988156,0.9377683305327008,0.9542719889482776,
stage2,bcresnet_strategy_a_aug_101,1338,bcresnet,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/bcresnet_strategy_a_aug_101/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage2/bcresnet_strategy_a_aug_101/seed_1338,0.9692460317460317,0.951073549258576,0.956645568462768,0.9661590524534687,0.9452543079777036,0.9575273405034797,
stage1,kwt_strategy_b,1337,kwt,b,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/kwt_strategy_b/seed_1337/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/kwt_strategy_b/seed_1337,0.9528061224489796,0.9255004634444672,0.9597599789247715,0.9509306260575296,0.9194529839255257,0.9589805431012985,
stage1,kwt_strategy_c,1337,kwt,c,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/kwt_strategy_c/seed_1337/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/kwt_strategy_c/seed_1337,0.967545351473923,0.9478193604960173,0.9579042426335184,0.9616469261139312,0.9345823329134347,0.9606561160290301,
stage1,kwt_strategy_d,1337,kwt,d,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/kwt_strategy_d/seed_1337/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/kwt_strategy_d/seed_1337,0.9600340136054422,0.9424990000298504,0.9552625639743176,0.9521996615905245,0.9321406143944918,0.9561490637645955,0.48
stage1,bcresnet_strategy_a,1338,bcresnet,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/bcresnet_strategy_a/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/bcresnet_strategy_a/seed_1338,0.9682539682539683,0.9499806220499033,0.9608089900127037,0.9723632261703328,0.9563531963012816,0.9636152896681607,
stage1,matchboxnet_strategy_c,1338,matchboxnet,c,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/matchboxnet_strategy_c/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/matchboxnet_strategy_c/seed_1338,0.9638605442176871,0.9413058740519961,0.9531796341479739,0.9588268471517203,0.9299451686210126,0.957687001964282,
stage1,matchboxnet_strategy_d,1338,matchboxnet,d,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/matchboxnet_strategy_d/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/matchboxnet_strategy_d/seed_1338,0.9591836734693877,0.9421846971799047,0.9472602803010162,0.9560067681895094,0.9386777759256368,0.9524209649528166,0.64
stage1,matchboxnet_strategy_b,1338,matchboxnet,b,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/matchboxnet_strategy_b/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/matchboxnet_strategy_b/seed_1338,0.9467120181405896,0.9212127613550686,0.9579830060518919,0.9403553299492385,0.9099058452305934,0.9587794909983947,
stage1,kwt_strategy_a,1337,kwt,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/kwt_strategy_a/seed_1337/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/kwt_strategy_a/seed_1337,0.9720804988662132,0.9563319081008994,0.961279776315003,0.9647490129723633,0.9458964991451845,0.966163191354973,
stage1,bcresnet_strategy_b,1338,bcresnet,b,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/bcresnet_strategy_b/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/bcresnet_strategy_b/seed_1338,0.9338151927437641,0.9104169045829446,0.9582273950052844,0.9397913141567964,0.9179685544574685,0.9652404935182224,
stage1,bcresnet_strategy_c,1338,bcresnet,c,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/bcresnet_strategy_c/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/bcresnet_strategy_c/seed_1338,0.9648526077097506,0.9475238899316826,0.9559129435509245,0.9631979695431472,0.9439192385626475,0.9571709393288694,
stage1,bcresnet_strategy_d,1338,bcresnet,d,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/bcresnet_strategy_d/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/bcresnet_strategy_d/seed_1338,0.953514739229025,0.9349123426481852,0.9511212271238731,0.9533276931754089,0.9340643381580351,0.9519149991852448,0.44
stage1,matchboxnet_strategy_a,1338,matchboxnet,a,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/matchboxnet_strategy_a/seed_1338/resolved_config.yaml,/Users/michaliwaniuk/Desktop/dl-2/outputs/runs/stage1/matchboxnet_strategy_a/seed_1338,0.969954648526077,0.9517239114893571,0.9584509378776858,0.9661590524534687,0.9466184408992073,0.9632728460923854,
